sex,age,citizen,educd,region,n
male,13,born abroad of american parents,grade 5,mountain division,7
male,13,born abroad of american parents,grade 5,pacific division,14
male,13,born abroad of american parents,grade 6,new england division,6
male,13,born abroad of american parents,grade 6,middle atlantic division,17
male,13,born abroad of american parents,grade 6,east north central div,8
male,13,born abroad of american parents,grade 6,west north central div,5
male,13,born abroad of american parents,grade 6,south atlantic division,36
male,13,born abroad of american parents,grade 6,east south central div,2
male,13,born abroad of american parents,grade 6,west south central div,8
male,13,born abroad of american parents,grade 6,mountain division,15
male,13,born abroad of american parents,grade 6,pacific division,21
male,13,born abroad of american parents,grade 7,new england division,2
male,13,born abroad of american parents,grade 7,middle atlantic division,9
male,13,born abroad of american parents,grade 7,east north central div,3
male,13,born abroad of american parents,grade 7,west north central div,3
male,13,born abroad of american parents,grade 7,south atlantic division,14
male,13,born abroad of american parents,grade 7,east south central div,2
male,13,born abroad of american parents,grade 7,west south central div,6
male,13,born abroad of american parents,grade 7,mountain division,1
male,13,born abroad of american parents,grade 7,pacific division,8
male,13,born abroad of american parents,grade 8,east south central div,1
male,13,born abroad of american parents,grade 8,pacific division,1
male,13,naturalized citizen,no schooling completed,east south central div,1
male,13,naturalized citizen,grade 4,middle atlantic division,1
male,13,naturalized citizen,grade 4,west north central div,1
male,13,naturalized citizen,grade 4,south atlantic division,2
male,13,naturalized citizen,grade 4,west south central div,1
male,13,naturalized citizen,grade 5,new england division,1
male,13,naturalized citizen,grade 5,middle atlantic division,11
male,13,naturalized citizen,grade 5,east north central div,6
male,13,naturalized citizen,grade 5,west north central div,1
male,13,naturalized citizen,grade 5,south atlantic division,10
male,13,naturalized citizen,grade 5,east south central div,2
male,13,naturalized citizen,grade 5,west south central div,10
male,13,naturalized citizen,grade 5,mountain division,2
male,13,naturalized citizen,grade 5,pacific division,6
male,13,naturalized citizen,grade 6,new england division,5
male,13,naturalized citizen,grade 6,middle atlantic division,23
male,13,naturalized citizen,grade 6,east north central div,15
male,13,naturalized citizen,grade 6,west north central div,4
male,13,naturalized citizen,grade 6,south atlantic division,15
male,13,naturalized citizen,grade 6,east south central div,1
male,13,naturalized citizen,grade 6,west south central div,11
male,13,naturalized citizen,grade 6,mountain division,6
male,13,naturalized citizen,grade 6,pacific division,35
male,13,naturalized citizen,grade 7,new england division,1
male,13,naturalized citizen,grade 7,middle atlantic division,11
male,13,naturalized citizen,grade 7,east north central div,5
male,13,naturalized citizen,grade 7,south atlantic division,13
male,13,naturalized citizen,grade 7,east south central div,1
male,13,naturalized citizen,grade 7,west south central div,5
male,13,naturalized citizen,grade 7,mountain division,5
male,13,naturalized citizen,grade 7,pacific division,11
male,13,naturalized citizen,grade 8,south atlantic division,2
male,14,born abroad of american parents,no schooling completed,middle atlantic division,1
male,14,born abroad of american parents,grade 4,middle atlantic division,1
male,14,born abroad of american parents,grade 4,west south central div,1
male,14,born abroad of american parents,grade 5,east north central div,1
male,14,born abroad of american parents,grade 6,middle atlantic division,6
male,14,born abroad of american parents,grade 6,east north central div,2
male,14,born abroad of american parents,grade 6,west north central div,1
male,14,born abroad of american parents,grade 6,south atlantic division,18
male,14,born abroad of american parents,grade 6,west south central div,7
male,14,born abroad of american parents,grade 6,mountain division,5
male,14,born abroad of american parents,grade 6,pacific division,11
male,14,born abroad of american parents,grade 7,new england division,4
male,14,born abroad of american parents,grade 7,middle atlantic division,16
male,14,born abroad of american parents,grade 7,east north central div,10
male,14,born abroad of american parents,grade 7,west north central div,5
male,14,born abroad of american parents,grade 7,south atlantic division,25
male,14,born abroad of american parents,grade 7,east south central div,1
male,14,born abroad of american parents,grade 7,west south central div,15
male,14,born abroad of american parents,grade 7,mountain division,7
male,14,born abroad of american parents,grade 7,pacific division,28
male,14,born abroad of american parents,grade 8,new england division,1
male,14,born abroad of american parents,grade 8,middle atlantic division,5
male,14,born abroad of american parents,grade 8,east north central div,4
male,14,born abroad of american parents,grade 8,south atlantic division,10
male,14,born abroad of american parents,grade 8,east south central div,1
male,14,born abroad of american parents,grade 8,west south central div,4
male,14,born abroad of american parents,grade 8,mountain division,4
male,14,born abroad of american parents,grade 8,pacific division,4
male,14,born abroad of american parents,grade 9,middle atlantic division,1
male,14,born abroad of american parents,grade 9,south atlantic division,1
male,14,born abroad of american parents,grade 9,mountain division,1
male,14,born abroad of american parents,grade 9,pacific division,3
male,14,naturalized citizen,no schooling completed,south atlantic division,1
male,14,naturalized citizen,grade 4,west north central div,1
male,14,naturalized citizen,grade 4,south atlantic division,2
male,14,naturalized citizen,grade 4,mountain division,1
male,14,naturalized citizen,grade 5,middle atlantic division,2
male,14,naturalized citizen,grade 5,east north central div,1
male,14,naturalized citizen,grade 5,south atlantic division,1
male,14,naturalized citizen,grade 5,west south central div,1
male,14,naturalized citizen,grade 5,mountain division,2
male,14,naturalized citizen,grade 6,new england division,8
male,14,naturalized citizen,grade 6,middle atlantic division,4
male,14,naturalized citizen,grade 6,east north central div,8
male,14,naturalized citizen,grade 6,west north central div,6
male,14,naturalized citizen,grade 6,south atlantic division,14
male,14,naturalized citizen,grade 6,east south central div,6
male,14,naturalized citizen,grade 6,west south central div,3
male,14,naturalized citizen,grade 6,mountain division,1
male,14,naturalized citizen,grade 6,pacific division,12
male,14,naturalized citizen,grade 7,new england division,11
male,14,naturalized citizen,grade 7,middle atlantic division,22
male,14,naturalized citizen,grade 7,east north central div,16
